subID,gems,bomb,pGems,chose80,chose60,chose40,chose20,it,lr,sticky
87589326,60,49,0.507777777777778,0.169444444444444,0.380555555555556,0.269444444444444,0.180555555555556,3.50278981018764,0.739091507778248,1.41264129264195
88625619,46,49,0.468333333333333,0.211111111111111,0.177777777777778,0.352777777777778,0.258333333333333,4.1319389630694,0.565934990755537,1.64001710232937
89131001,47,60,0.47,0.227777777777778,0.227777777777778,0.211111111111111,0.333333333333333,5.26941530526791,0.645883482981596,-0.440841613642742
89443707,44,56,0.467777777777778,0.183333333333333,0.3,0.188888888888889,0.327777777777778,9.03650328485434,0.702002917189395,2.5409452152787
90138706,52,52,0.517222222222222,0.305555555555556,0.222222222222222,0.225,0.247222222222222,10.811325258851,0.684340459767737,1.82877116397022
90777428,50,60,0.497777777777778,0.35,0.0472222222222222,0.344444444444444,0.258333333333333,5.74505632305183,0.696568140033548,1.53634654802999
91251041,58,48,0.526666666666667,0.288888888888889,0.269444444444444,0.227777777777778,0.213888888888889,1.07745952648105,0.7926924653497,-0.46400577367211
91446342,65,58,0.522222222222222,0.280555555555556,0.280555555555556,0.208333333333333,0.230555555555556,5.03772253349049,0.7885904881565,1.59644499829073
91933452,63,22,0.655555555555556,0.386111111111111,0.541666666666667,0.0361111111111111,0.0361111111111111,14.4821757527012,0.00963297351718155,0.982516761880993
92277026,58,45,0.538333333333333,0.286111111111111,0.275,0.283333333333333,0.155555555555556,2.6150404297987,0.581679650485695,1.2889941041814
92771403,53,48,0.502777777777778,0.247222222222222,0.25,0.272222222222222,0.230555555555556,5.63006875929373,0.789706260651377,0.519834498532829
92997302,48,47,0.547222222222222,0.325,0.319444444444444,0.122222222222222,0.233333333333333,5.25054280919836,0.0755857636717654,2.91059053681552
93240998,37,63,0.459444444444444,0.188888888888889,0.233333333333333,0.263888888888889,0.313888888888889,4.09868853142033,0.502069092322899,2.66001639460502
93606282,61,49,0.533333333333333,0.333333333333333,0.225,0.216666666666667,0.225,2.6915091828543,0.775627440502973,0.932035828127785
94027982,49,46,0.548333333333333,0.291666666666667,0.325,0.216666666666667,0.166666666666667,2.40063470909915,0.566884844179326,1.43539461469859
94698862,50,41,0.515,0.286111111111111,0.236111111111111,0.244444444444444,0.233333333333333,2.98124452613422,0.593135907495566,-1.80694426782687
95325517,52,55,0.525,0.280555555555556,0.263888888888889,0.255555555555556,0.2,3.85206458092161,0.74908103404597,0.527155417610505
95871759,53,44,0.520555555555556,0.247222222222222,0.355555555555556,0.15,0.247222222222222,5.33936742472572,0.415601511268994,2.27148462063455
96012964,53,32,0.529444444444444,0.305555555555556,0.252777777777778,0.225,0.216666666666667,5.72809214791156,0.850510435852201,1.96792777930221
96198187,42,45,0.501111111111111,0.316666666666667,0.15,0.255555555555556,0.277777777777778,3.73206013412823,0.30964437453712,2.18055152378057
96420932,45,60,0.516111111111111,0.252777777777778,0.272222222222222,0.277777777777778,0.197222222222222,1.98261007354251,0.453464529325087,1.5176775412201
97718853,42,59,0.465555555555556,0.175,0.272222222222222,0.258333333333333,0.294444444444444,7.53483866669456,0.768509395924066,1.7888365523936
